No.,Sentence,StemWords,MatchWords,Use
6827,"Responses: ìYes basic"" We have an infrastructure to detect attacks that are based upon standard malware or basic techniques (sql-injection, known computer worms, phishing ecc), ìYes-APT"" We have an infrastructure to detect sophisticated attacks carried out by an advanced adversary that uses 0-day vectors (Advanced Persistent Threats).","['respons', 'ye', 'basic', 'infrastructur', 'detect', 'attack', 'base', 'upon', 'standard', 'malwar', 'basic', 'techniqu', 'known', 'comput', 'worm', 'phish', 'ecc', 'infrastructur', 'detect', 'sophist', 'attack', 'carri', 'advanc', 'adversari', 'use', 'vector', 'advanc', 'persist', 'threat']",{'standard'},Y
6828,Defense from external threats  One section of the questionnaire was designed to assess the security measures implemented.,"['defens', 'extern', 'threat', 'one', 'section', 'questionnair', 'design', 'assess', 'secur', 'measur', 'implement']","{'secur', 'implement', 'measur'}",Y
6829,"Speci?cally, if the organization has measures to detect active attacks (see Figure 4.14).","['speci', 'calli', 'organ', 'measur', 'detect', 'activ', 'attack', 'see', 'figur']","{'organ', 'measur'}",Y
6830,71% of the organizations declare they own an IT infrastructure which is able to detect simple attacks.,"['organ', 'declar', 'infrastructur', 'abl', 'detect', 'simpl', 'attack']",{'organ'},Y
6831,The remaining 29% of the organizations declare they own an IT infrastructure that is capable of detecting Advanced Persistent Threats (APTs1).,"['remain', 'organ', 'declar', 'infrastructur', 'capabl', 'detect', 'advanc', 'persist', 'threat']",{'organ'},Y
6832,This percentage of basic setups is 85% for the PA and 80% for the industrial group.,"['percentag', 'basic', 'setup', 'pa', 'industri', 'group']","{'industri', 'group'}",Y
6833,75% of the organizations belonging to the utilities group declares they own an IT infrastructure able to detect APTs.,"['organ', 'belong', 'util', 'group', 'declar', 'infrastructur', 'abl', 'detect', 'apt']","{'organ', 'group'}",Y
6834,"100%   75%   50%   25%   0%   50%   50%   38%   75%   67%   40%   PA   Utilities   Financial   Industrial   Cyber Intelligence  and Information  Security Center  Yes   No   Figure 4.15: Distribution of response to question, ìAre your web applications tested using standard method- ologies for security assessment of webapps?î Left chart is divided by group.","['pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'figur', 'distribut', 'respons', 'question', 'web', 'applic', 'test', 'use', 'standard', 'olog', 'secur', 'assess', 'webapp', 'left', 'chart', 'divid', 'group']","{'industri', 'group', 'inform', 'standard', 'cyber', 'secur'}",Y
6835,Right chart depicts the overall picture.,"['right', 'chart', 'depict', 'overal', 'pictur']",set(),N
6836,"Given the widespread adoption of web applications, all respondents claimed to use web applications to support their business, the survey asked about their security assessment.","['given', 'widespread', 'adopt', 'web', 'applic', 'respond', 'claim', 'use', 'web', 'applic', 'support', 'busi', 'survey', 'ask', 'secur', 'assess']",{'secur'},Y
6837,The results are presented in Figure 4.15.,"['result', 'present', 'figur']",set(),N
6838,"Roughly half of the respondents do not test their web application for security, at least not using standard and well established methodologies.","['roughli', 'half', 'respond', 'test', 'web', 'applic', 'secur', 'least', 'use', 'standard', 'well', 'establish', 'methodolog']","{'secur', 'standard'}",Y
6839,The situation is common to all groups with slightly better results for ?nancial and utilities groups.,"['situat', 'common', 'group', 'slightli', 'better', 'result', 'nancial', 'util', 'group']",{'group'},Y
6840,"Testing of web applications is a key point for the security of a company, since such applications have been proven as a high risk target for attacks.","['test', 'web', 'applic', 'key', 'point', 'secur', 'compani', 'sinc', 'applic', 'proven', 'high', 'risk', 'target', 'attack']",{'secur'},Y
6841,"1Advanced Persistent Threat https://en.wikipedia.org/wiki/Advanced_persistent_threat  45  100%   75%   50%   25%   0%   50%   31%   40%   21%   32%   83%   47%   31%   50%   17%   40%   PA   Utilities   Financial   Industrial   Cyber Intelligence  and Information  Security Center  Yes, internal   Yes, external   No   Figure 4.16: Distribution of response to the question, ìDoes your company actively audit (penetration testing) the security of your ICT systems?î The chart on the left is divided by group, that on the right is the overall picture.","['persist', 'threat', 'http', 'pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'intern', 'ye', 'extern', 'figur', 'distribut', 'respons', 'question', 'compani', 'activ', 'audit', 'penetr', 'test', 'secur', 'ict', 'system', 'chart', 'left', 'divid', 'group', 'right', 'overal', 'pictur']","{'industri', 'group', 'inform', 'intern', 'cyber', 'secur'}",Y
6842,Figure 4.16 reports results about the diffusion of penetration testing methodologies.,"['figur', 'report', 'result', 'diffus', 'penetr', 'test', 'methodolog']",set(),N
6843,"Overall, 80% of the participants actively test their systems and 47% of the respondents rely on an external company to assess the security of their infrastructure.","['overal', 'particip', 'activ', 'test', 'system', 'respond', 'reli', 'extern', 'compani', 'assess', 'secur', 'infrastructur']",{'secur'},Y
6844,"Examining the individual groups, it can be seen that the PA group is the one which executes the least active testing with roughly 35% of respondents admitting to not running any form of penetration testing.","['examin', 'individu', 'group', 'seen', 'pa', 'group', 'one', 'execut', 'least', 'activ', 'test', 'roughli', 'respond', 'admit', 'run', 'form', 'penetr', 'test']",{'group'},Y
6845,The ?nancial group is characterized by 83% of the penetration tests being executed by external companies while utilities reach a balance of 50% between internal and external penetration test activities.,"['nancial', 'group', 'character', 'penetr', 'test', 'execut', 'extern', 'compani', 'util', 'reach', 'balanc', 'intern', 'extern', 'penetr', 'test', 'activ']","{'group', 'intern'}",Y
6846,All organizations in both groups declare to execute such activity.,"['organ', 'group', 'declar', 'execut', 'activ']","{'organ', 'group'}",Y
6847,"100%   75%   50%   25%   0%   PA   Utilities   Financial   Industrial   4%   47%   47%   Cyber Intelligence  and Information  Security Center  2%   IDS   Data Diode   Network segmentation   Other   Figure 4.17: Questions #1.4.13, #1.4.14 - ìDo you have measures that prevent the spread of an attack if your systems are penetrated?","['pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'id', 'data', 'diod', 'network', 'segment', 'figur', 'question', 'measur', 'prevent', 'spread', 'attack', 'system', 'penetr']","{'industri', 'network', 'inform', 'measur', 'cyber', 'secur'}",Y
6848,"If so, what kind of measures?î Left chart shows answer distribution by group.","['kind', 'measur', 'left', 'chart', 'show', 'answer', 'distribut', 'group']","{'measur', 'group'}",Y
6849,Right chart depicts the overall picture.,"['right', 'chart', 'depict', 'overal', 'pictur']",set(),N
6850,Figure 4.17 shows measures that can be used to block the spread of an attack.,"['figur', 'show', 'measur', 'use', 'block', 'spread', 'attack']",{'measur'},Y
6851,It is clear that the majority of participants (in all groups) have some form of protection to prevent an attack spreading.,"['clear', 'major', 'particip', 'group', 'form', 'protect', 'prevent', 'attack', 'spread']",{'group'},Y
6852,"In detail, the sum of network segmentation and IDs constitutes 94% of the adopted measures, a ratio that is maintained group by group, while different measures are adopted by just 5% of the participants.","['detail', 'sum', 'network', 'segment', 'id', 'constitut', 'adopt', 'measur', 'ratio', 'maintain', 'group', 'group', 'differ', 'measur', 'adopt', 'particip']","{'measur', 'network', 'group'}",Y
6853,"As a ?nal point, the capabilities of an organization to mitigate the effect of an attack was investigated.","['nal', 'point', 'capabl', 'organ', 'mitig', 'effect', 'attack', 'investig']",{'organ'},Y
6854,(Question #1.5.1 ìDo you have processes and resources to respond to cyber security incidents?î).,"['question', 'process', 'resourc', 'respond', 'cyber', 'secur', 'incid']","{'secur', 'cyber'}",Y
6855,Results are in Figure 4.18.,"['result', 'figur']",set(),N
6856,"The PA group was the only one to admit that some of them, 25%, do not have the capabilities to respond to a cyber security incident.","['pa', 'group', 'one', 'admit', 'capabl', 'respond', 'cyber', 'secur', 'incid']","{'secur', 'group', 'cyber'}",Y
6857,The utilities group claims to be autonomous with 100% of the interviewed believing that they can cope with a cyber security incident.,"['util', 'group', 'claim', 'autonom', 'interview', 'believ', 'cope', 'cyber', 'secur', 'incid']","{'secur', 'group', 'cyber'}",Y
6858,The ?nancial group responds to cyber security incidents mainly with internal resources (67%) while the opposite is true for industrial group where 60% of resources are external.,"['nancial', 'group', 'respond', 'cyber', 'secur', 'incid', 'mainli', 'intern', 'resourc', 'opposit', 'true', 'industri', 'group', 'resourc', 'extern']","{'industri', 'group', 'intern', 'cyber', 'secur'}",Y
6859,"46  100%   75%   50%   25%   0%   33%   23%   28%   60%   11%   61%   54%   100%   67%   40%   PA   Utilities   Financial   Industrial   Cyber Intelligence  and Information  Security Center  Yes, internal   Yes, external   No   Figure 4.18: Question #1.5.1 - ìDo you have processes and resources to respond to cyber security incidents ?î Left chart shows answer distribution by group.","['pa', 'util', 'financi', 'industri', 'cyber', 'intellig', 'inform', 'secur', 'center', 'ye', 'intern', 'ye', 'extern', 'figur', 'question', 'process', 'resourc', 'respond', 'cyber', 'secur', 'incid', 'left', 'chart', 'show', 'answer', 'distribut', 'group']","{'industri', 'group', 'inform', 'intern', 'cyber', 'secur'}",Y
6860,Right chart depicts the overall picture.,"['right', 'chart', 'depict', 'overal', 'pictur']",set(),N
6861,4.5 Recovery capabilities  A set of questions to assess the capacity of an organization to recover from a signi?cant cyber security incident was designed into the questionnaire (Figure 4.19).,"['recoveri', 'capabl', 'set', 'question', 'assess', 'capac', 'organ', 'recov', 'signi', 'cant', 'cyber', 'secur', 'incid', 'design', 'questionnair', 'figur']","{'secur', 'organ', 'cyber'}",Y
6862,The majority of respondents in the PA group are quite con- ?dent about the possibility to recover from a cyber attack.,"['major', 'respond', 'pa', 'group', 'quit', 'dent', 'possibl', 'recov', 'cyber', 'attack']","{'group', 'cyber'}",Y
6863,Financial and utilities groups also share a very high percentage of positive answers.,"['financi', 'util', 'group', 'also', 'share', 'high', 'percentag', 'posit', 'answer']",{'group'},Y
6864,"This con?dence decreases for other groups arriving at a minimum for the in- dustrial group, in which 40% of the respondents admit to not having the capabilities to autonomously recover from a signi?cant attack.","['con', 'denc', 'decreas', 'group', 'arriv', 'minimum', 'dustrial', 'group', 'respond', 'admit', 'capabl', 'autonom', 'recov', 'signi', 'cant', 'attack']",{'group'},Y
6865,This is probably due to the fact that PA recovery is (most of the times) operationally simpler than in other groups where recovering a service could take much more time due to potentially longer supply chains.,"['probabl', 'due', 'fact', 'pa', 'recoveri', 'time', 'oper', 'simpler', 'group', 'recov', 'servic', 'could', 'take', 'much', 'time', 'due', 'potenti', 'longer', 'suppli', 'chain']",{'group'},Y
